hora,multas,tiempos,choques,velocidades,cant_autos
0,2,542.8833333333333,0,1.736878086419753,360
1,0,671.4144927536232,0,1.6677230273752013,345
2,0,663.3720238095239,0,1.4348296957671958,336
3,0,239794,0,1906928,360
